Date;day;month;year;ISO;Country;Status
4/1/2021;4;1;2021;GTM;Guatemala;Partially open
4/1/2021;4;1;2021;GUY;Guyana;Partially open
4/1/2021;4;1;2021;HND;Honduras;Academic break
4/1/2021;4;1;2021;HRV;Croatia;Academic break
4/1/2021;4;1;2021;HTI;Haiti;Fully open
4/1/2021;4;1;2021;HUN;Hungary;Partially open
4/1/2021;4;1;2021;IDN;Indonesia;Partially open
4/1/2021;4;1;2021;IND;India;Partially open
4/1/2021;4;1;2021;IRL;Ireland;Academic break
4/1/2021;4;1;2021;IRN;Iran (Islamic Republic of);Partially open
4/1/2021;4;1;2021;IRQ;Iraq;Academic break
4/1/2021;4;1;2021;ISL;Iceland;Academic break
4/1/2021;4;1;2021;ISR;Israel;Partially open
4/1/2021;4;1;2021;ITA;Italy;Academic break
4/1/2021;4;1;2021;JAM;Jamaica;Partially open
4/1/2021;4;1;2021;JOR;Jordan;Closed due to COVID-19
4/1/2021;4;1;2021;JPN;Japan;Academic break
4/1/2021;4;1;2021;KAZ;Kazakhstan;Academic break
4/1/2021;4;1;2021;KEN;Kenya;Fully open
4/1/2021;4;1;2021;KGZ;Kyrgyzstan;Academic break
4/1/2021;4;1;2021;KHM;Cambodia;Academic break
4/1/2021;4;1;2021;KIR;Kiribati;Academic break
4/1/2021;4;1;2021;KNA;Saint Kitts and Nevis;Fully open
4/1/2021;4;1;2021;KOR;Republic of Korea;Partially open
4/1/2021;4;1;2021;KWT;Kuwait;Closed due to COVID-19
4/1/2021;4;1;2021;LAO;Lao PDR;Fully open
4/1/2021;4;1;2021;LBN;Lebanon;Academic break
4/1/2021;4;1;2021;LBR;Liberia;Fully open
4/1/2021;4;1;2021;LBY;Libya;Partially open
4/1/2021;4;1;2021;LCA;Saint Lucia;Closed due to COVID-19
4/1/2021;4;1;2021;LIE;Liechtenstein;Academic break
4/1/2021;4;1;2021;LKA;Sri Lanka;Partially open
4/1/2021;4;1;2021;LSO;Lesotho;Closed due to COVID-19
4/1/2021;4;1;2021;LTU;Lithuania;Partially open
4/1/2021;4;1;2021;LUX;Luxembourg;Academic break
4/1/2021;4;1;2021;LVA;Latvia;Academic break
4/1/2021;4;1;2021;MAR;Morocco;Fully open
4/1/2021;4;1;2021;MCO;Monaco;Academic break
4/1/2021;4;1;2021;MDA;Republic of Moldova;Academic break
4/1/2021;4;1;2021;MDG;Madagascar;Fully open
4/1/2021;4;1;2021;MDV;Maldives;Academic break
4/1/2021;4;1;2021;MEX;Mexico;Academic break
4/1/2021;4;1;2021;MHL;Marshall Islands;Fully open
4/1/2021;4;1;2021;MKD;North Macedonia;Academic break
4/1/2021;4;1;2021;MLI;Mali;Academic break
4/1/2021;4;1;2021;MLT;Malta;Academic break
4/1/2021;4;1;2021;MMR;Myanmar;Academic break
4/1/2021;4;1;2021;MNE;Montenegro;Academic break
4/1/2021;4;1;2021;MNG;Mongolia;Academic break
4/1/2021;4;1;2021;MOZ;Mozambique;Partially open
4/1/2021;4;1;2021;MRT;Mauritania;Closed due to COVID-19
4/1/2021;4;1;2021;MSR;Montserrat;Fully open
4/1/2021;4;1;2021;MUS;Mauritius;Academic break
4/1/2021;4;1;2021;MWI;Malawi;Fully open
4/1/2021;4;1;2021;MYS;Malaysia;Academic break
4/1/2021;4;1;2021;NAM;Namibia;Academic break
4/1/2021;4;1;2021;NER;Niger;Fully open
4/1/2021;4;1;2021;NGA;Nigeria;Academic break
4/1/2021;4;1;2021;NIC;Nicaragua;Academic break
4/1/2021;4;1;2021;NIU;Niue;Academic break
4/1/2021;4;1;2021;NLD;Netherlands;Academic break
4/1/2021;4;1;2021;NOR;Norway;Partially open
4/1/2021;4;1;2021;NPL;Nepal;Partially open
4/1/2021;4;1;2021;NRU;Nauru;Academic break
4/1/2021;4;1;2021;NZL;New Zealand;Academic break
4/1/2021;4;1;2021;OMN;Oman;Academic break
4/1/2021;4;1;2021;PAK;Pakistan;Academic break
4/1/2021;4;1;2021;PAN;Panama;Academic break
4/1/2021;4;1;2021;PER;Peru;Academic break
4/1/2021;4;1;2021;PHL;Philippines;Closed due to COVID-19
4/1/2021;4;1;2021;PLW;Palau;Fully open
4/1/2021;4;1;2021;PNG;Papua New Guinea;Academic break
4/1/2021;4;1;2021;POL;Poland;Academic break
4/1/2021;4;1;2021;PRK;Democratic People's Republic of Korea;Closed due to COVID-19
4/1/2021;4;1;2021;PRT;Portugal;Fully open
4/1/2021;4;1;2021;PRY;Paraguay;Academic break
4/1/2021;4;1;2021;PSE;Palestine;Academic break
4/1/2021;4;1;2021;QAT;Qatar;Partially open
4/1/2021;4;1;2021;ROU;Romania;Academic break
4/1/2021;4;1;2021;RUS;Russian Federation;Academic break
4/1/2021;4;1;2021;RWA;Rwanda;Partially open
4/1/2021;4;1;2021;SAU;Saudi Arabia;Academic break
4/1/2021;4;1;2021;SDN;Sudan;Partially open
4/1/2021;4;1;2021;SEN;Senegal;Fully open
4/1/2021;4;1;2021;SGP;Singapore;Partially open
4/1/2021;4;1;2021;SJM;Svalbard;Partially open
4/1/2021;4;1;2021;SLB;Solomon Islands;Academic break
4/1/2021;4;1;2021;SLE;Sierra Leone;Fully open
4/1/2021;4;1;2021;SLV;El Salvador;Academic break
4/1/2021;4;1;2021;SMR;San Marino;Academic break
4/1/2021;4;1;2021;SOM;Somalia;Fully open
4/1/2021;4;1;2021;SRB;Serbia;Academic break
4/1/2021;4;1;2021;SSD;South Sudan;Academic break
4/1/2021;4;1;2021;STP;São Tomé and Príncipe;Partially open
4/1/2021;4;1;2021;SUR;Suriname;Academic break
4/1/2021;4;1;2021;SVK;Slovakia;Academic break
4/1/2021;4;1;2021;SVN;Slovenia;Academic break
4/1/2021;4;1;2021;SWE;Sweden;Academic break
4/1/2021;4;1;2021;SWZ;Eswatini;Closed due to COVID-19
4/1/2021;4;1;2021;SXM;Sint Marteen;Academic break
4/1/2021;4;1;2021;SYC;Seychelles;Academic break
4/1/2021;4;1;2021;SYR;Syrian Arab Republic;Partially open
4/1/2021;4;1;2021;TCA;Turks and Caicos Island;Fully open
4/1/2021;4;1;2021;TCD;Chad;Closed due to COVID-19
4/1/2021;4;1;2021;TGO;Togo;Fully open
4/1/2021;4;1;2021;THA;Thailand;Partially open
4/1/2021;4;1;2021;TJK;Tajikistan;Academic break
4/1/2021;4;1;2021;TKL;Tokelau;Academic break
4/1/2021;4;1;2021;TKM;Turkmenistan;Fully open
4/1/2021;4;1;2021;TLS;Timor-Leste;Academic break
4/1/2021;4;1;2021;TON;Tonga;Academic break
4/1/2021;4;1;2021;TTO;Trinidad and Tobago;Closed due to COVID-19
4/1/2021;4;1;2021;TUN;Tunisia;Fully open
4/1/2021;4;1;2021;TUR;Turkey;Closed due to COVID-19
4/1/2021;4;1;2021;TUV;Tuvalu;Academic break
4/1/2021;4;1;2021;TZA;United Republic of Tanzania;Fully open
4/1/2021;4;1;2021;UGA;Uganda;Academic break
4/1/2021;4;1;2021;UKR;Ukraine;Academic break
4/1/2021;4;1;2021;URY;Uruguay;Academic break
4/1/2021;4;1;2021;USA;United States of America;Partially open
4/1/2021;4;1;2021;UZB;Uzbekistan;Academic break
4/1/2021;4;1;2021;VCT;Saint Vincent and the Grenadines;Academic break
4/1/2021;4;1;2021;VEN;Venezuela;Academic break
4/1/2021;4;1;2021;VGB;British Virgin Islands;Partially open
4/1/2021;4;1;2021;VNM;Viet Nam;Fully open
4/1/2021;4;1;2021;VUT;Vanuatu;Academic break
4/1/2021;4;1;2021;WSM;Samoa;Academic break
4/1/2021;4;1;2021;YEM;Yemen;Fully open
4/1/2021;4;1;2021;ZAF;South Africa;Academic break
4/1/2021;4;1;2021;ZMB;Zambia;Academic break
4/1/2021;4;1;2021;ZWE;Zimbabwe;Closed due to COVID-19
11/1/2021;11;1;2021;ABW;Aruba;Fully open
11/1/2021;11;1;2021;AFG;Afghanistan;Academic break
11/1/2021;11;1;2021;AGO;Angola;Partially open
11/1/2021;11;1;2021;AIA;Anguilla;Fully open
11/1/2021;11;1;2021;ALB;Albania;Partially open
11/1/2021;11;1;2021;AND;Andorra;Fully open
11/1/2021;11;1;2021;ARE;United Arab Emirates;Partially open
11/1/2021;11;1;2021;ARG;Argentina;Academic break
11/1/2021;11;1;2021;ARM;Armenia;Fully open
11/1/2021;11;1;2021;ATG;Antigua and Barbuda;Partially open
11/1/2021;11;1;2021;AUS;Australia;Academic break
11/1/2021;11;1;2021;AUT;Austria;Closed due to COVID-19
11/1/2021;11;1;2021;AZE;Azerbaijan;Closed due to COVID-19
11/1/2021;11;1;2021;BDI;Burundi;Fully open
11/1/2021;11;1;2021;BEL;Belgium;Fully open
11/1/2021;11;1;2021;BEN;Benin;Fully open
11/1/2021;11;1;2021;BFA;Burkina Faso;Fully open
11/1/2021;11;1;2021;BGD;Bangladesh;Closed due to COVID-19
11/1/2021;11;1;2021;BGR;Bulgaria;Partially open
11/1/2021;11;1;2021;BHR;Bahrain;Partially open
11/1/2021;11;1;2021;BHS;Bahamas;Partially open
11/1/2021;11;1;2021;BIH;Bosnia and Herzegovina;Partially open
11/1/2021;11;1;2021;BLR;Belarus;Fully open
11/1/2021;11;1;2021;BLZ;Belize;Closed due to COVID-19
11/1/2021;11;1;2021;BMU;Bermuda;Partially open
11/1/2021;11;1;2021;BOL;Bolivia (Plurinational State of);Academic break
11/1/2021;11;1;2021;BRA;Brazil;Academic break
11/1/2021;11;1;2021;BRB;Barbados;Fully open
11/1/2021;11;1;2021;BRN;Brunei Darussalam;Fully open
11/1/2021;11;1;2021;BTN;Bhutan;Academic break
11/1/2021;11;1;2021;BWA;Botswana;Academic break
11/1/2021;11;1;2021;CAF;Central African republic;Fully open
11/1/2021;11;1;2021;CAN;Canada;Partially open
11/1/2021;11;1;2021;CHE;Switzerland;Fully open
11/1/2021;11;1;2021;CHL;Chile;Academic break
11/1/2021;11;1;2021;CHN;China;Fully open
11/1/2021;11;1;2021;CIV;Cote d'Ivoire;Fully open
11/1/2021;11;1;2021;CMR;Cameroon;Fully open
11/1/2021;11;1;2021;COD;Democratic Republic of the Congo;Closed due to COVID-19
11/1/2021;11;1;2021;COG;Congo;Partially open
11/1/2021;11;1;2021;COK;Cook Islands;Academic break
11/1/2021;11;1;2021;COL;Colombia;Academic break
11/1/2021;11;1;2021;COM;Comoros;Fully open
11/1/2021;11;1;2021;CPV;Cabo Verde;Fully open
11/1/2021;11;1;2021;CRI;Costa Rica;Academic break
11/1/2021;11;1;2021;CUB;Cuba;Fully open
11/1/2021;11;1;2021;CUW;Curaçao;Fully open
11/1/2021;11;1;2021;CYM;Cayman Islands;Academic break
11/1/2021;11;1;2021;CYP;Cyprus;Closed due to COVID-19
11/1/2021;11;1;2021;CZE;Czechia;Partially open
11/1/2021;11;1;2021;DEU;Germany;Closed due to COVID-19
11/1/2021;11;1;2021;DJI;Djibouti;Fully open
11/1/2021;11;1;2021;DMA;Dominica;Fully open
11/1/2021;11;1;2021;DNK;Denmark;Closed due to COVID-19
11/1/2021;11;1;2021;DOM;Dominican Republic;Closed due to COVID-19
11/1/2021;11;1;2021;DZA;Algeria;Fully open
11/1/2021;11;1;2021;ECU;Ecuador;Closed due to COVID-19
11/1/2021;11;1;2021;EGY;Egypt;Partially open
11/1/2021;11;1;2021;ERI;Eritrea;Partially open
11/1/2021;11;1;2021;ESP;Spain;Fully open
11/1/2021;11;1;2021;EST;Estonia;Partially open
11/1/2021;11;1;2021;ETH;Ethiopia;Fully open
11/1/2021;11;1;2021;FIN;Finland;Partially open
11/1/2021;11;1;2021;FJI;Fiji;Academic break
11/1/2021;11;1;2021;FRA;France;Fully open
11/1/2021;11;1;2021;FRO;Faroe Islands;Fully open
11/1/2021;11;1;2021;FSM;Micronesia (Federated States of);Fully open
11/1/2021;11;1;2021;GAB;Gabon;Fully open
11/1/2021;11;1;2021;GBR;United Kingdom of Great Britain and Northern Ireland;Closed due to COVID-19
11/1/2021;11;1;2021;GEO;Georgia;Academic break
11/1/2021;11;1;2021;GHA;Ghana;Closed due to COVID-19
11/1/2021;11;1;2021;GIB;Gibraltar;Closed due to COVID-19
11/1/2021;11;1;2021;GIN;Guinea;Fully open
11/1/2021;11;1;2021;GMB;Gambia;Fully open
11/1/2021;11;1;2021;GNB;Guinea-Bissau;Fully open
11/1/2021;11;1;2021;GNQ;Equatorial Guinea;Fully open
11/1/2021;11;1;2021;GRC;Greece;Partially open
11/1/2021;11;1;2021;GRD;Grenada;Partially open
11/1/2021;11;1;2021;GRL;Greenland;Fully open
11/1/2021;11;1;2021;GTM;Guatemala;Partially open
11/1/2021;11;1;2021;GUY;Guyana;Partially open
11/1/2021;11;1;2021;HND;Honduras;Academic break
11/1/2021;11;1;2021;HRV;Croatia;Fully open
11/1/2021;11;1;2021;HTI;Haiti;Fully open
11/1/2021;11;1;2021;HUN;Hungary;Partially open
11/1/2021;11;1;2021;IDN;Indonesia;Partially open
11/1/2021;11;1;2021;IND;India;Partially open
11/1/2021;11;1;2021;IRL;Ireland;Closed due to COVID-19
11/1/2021;11;1;2021;IRN;Iran (Islamic Republic of);Partially open
11/1/2021;11;1;2021;IRQ;Iraq;Partially open
11/1/2021;11;1;2021;ISL;Iceland;Fully open
11/1/2021;11;1;2021;ISR;Israel;Closed due to COVID-19
11/1/2021;11;1;2021;ITA;Italy;Partially open
11/1/2021;11;1;2021;JAM;Jamaica;Partially open
11/1/2021;11;1;2021;JOR;Jordan;Closed due to COVID-19
11/1/2021;11;1;2021;JPN;Japan;Fully open
11/1/2021;11;1;2021;KAZ;Kazakhstan;Partially open
11/1/2021;11;1;2021;KEN;Kenya;Fully open
11/1/2021;11;1;2021;KGZ;Kyrgyzstan;Fully open
11/1/2021;11;1;2021;KHM;Cambodia;Academic break
11/1/2021;11;1;2021;KIR;Kiribati;Academic break
11/1/2021;11;1;2021;KNA;Saint Kitts and Nevis;Fully open
11/1/2021;11;1;2021;KOR;Republic of Korea;Academic break
11/1/2021;11;1;2021;KWT;Kuwait;Closed due to COVID-19
11/1/2021;11;1;2021;LAO;Lao PDR;Fully open
11/1/2021;11;1;2021;LBN;Lebanon;Closed due to COVID-19
11/1/2021;11;1;2021;LBR;Liberia;Fully open
11/1/2021;11;1;2021;LBY;Libya;Partially open
11/1/2021;11;1;2021;LCA;Saint Lucia;Fully open
11/1/2021;11;1;2021;LIE;Liechtenstein;Fully open
11/1/2021;11;1;2021;LKA;Sri Lanka;Partially open
11/1/2021;11;1;2021;LSO;Lesotho;Closed due to COVID-19
11/1/2021;11;1;2021;LTU;Lithuania;Partially open
11/1/2021;11;1;2021;LUX;Luxembourg;Partially open
11/1/2021;11;1;2021;LVA;Latvia;Academic break
11/1/2021;11;1;2021;MAR;Morocco;Fully open
11/1/2021;11;1;2021;MCO;Monaco;Fully open
11/1/2021;11;1;2021;MDA;Republic of Moldova;Fully open
11/1/2021;11;1;2021;MDG;Madagascar;Fully open
11/1/2021;11;1;2021;MDV;Maldives;Fully open
11/1/2021;11;1;2021;MEX;Mexico;Academic break
11/1/2021;11;1;2021;MHL;Marshall Islands;Fully open
11/1/2021;11;1;2021;MKD;North Macedonia;Partially open
11/1/2021;11;1;2021;MLI;Mali;Closed due to COVID-19
11/1/2021;11;1;2021;MLT;Malta;Fully open
11/1/2021;11;1;2021;MMR;Myanmar;Closed due to COVID-19
11/1/2021;11;1;2021;MNE;Montenegro;Partially open
11/1/2021;11;1;2021;MNG;Mongolia;Academic break
11/1/2021;11;1;2021;MOZ;Mozambique;Partially open
11/1/2021;11;1;2021;MRT;Mauritania;Fully open
11/1/2021;11;1;2021;MSR;Montserrat;Fully open
11/1/2021;11;1;2021;MUS;Mauritius;Fully open
11/1/2021;11;1;2021;MWI;Malawi;Fully open
11/1/2021;11;1;2021;MYS;Malaysia;Academic break
11/1/2021;11;1;2021;NAM;Namibia;Academic break
11/1/2021;11;1;2021;NER;Niger;Fully open
11/1/2021;11;1;2021;NGA;Nigeria;Academic break
11/1/2021;11;1;2021;NIC;Nicaragua;Academic break
11/1/2021;11;1;2021;NIU;Niue;Academic break
11/1/2021;11;1;2021;NLD;Netherlands;Closed due to COVID-19
11/1/2021;11;1;2021;NOR;Norway;Partially open
11/1/2021;11;1;2021;NPL;Nepal;Partially open
11/1/2021;11;1;2021;NRU;Nauru;Academic break
11/1/2021;11;1;2021;NZL;New Zealand;Academic break
11/1/2021;11;1;2021;OMN;Oman;Closed due to COVID-19
11/1/2021;11;1;2021;PAK;Pakistan;Closed due to COVID-19
11/1/2021;11;1;2021;PAN;Panama;Academic break
11/1/2021;11;1;2021;PER;Peru;Academic break
11/1/2021;11;1;2021;PHL;Philippines;Closed due to COVID-19
11/1/2021;11;1;2021;PLW;Palau;Fully open
11/1/2021;11;1;2021;PNG;Papua New Guinea;Academic break
11/1/2021;11;1;2021;POL;Poland;Closed due to COVID-19
11/1/2021;11;1;2021;PRK;Democratic People's Republic of Korea;Closed due to COVID-19
11/1/2021;11;1;2021;PRT;Portugal;Fully open
11/1/2021;11;1;2021;PRY;Paraguay;Academic break
11/1/2021;11;1;2021;PSE;Palestine;Partially open
11/1/2021;11;1;2021;QAT;Qatar;Partially open
11/1/2021;11;1;2021;ROU;Romania;Closed due to COVID-19
11/1/2021;11;1;2021;RUS;Russian Federation;Fully open
11/1/2021;11;1;2021;RWA;Rwanda;Partially open
11/1/2021;11;1;2021;SAU;Saudi Arabia;Academic break
11/1/2021;11;1;2021;SDN;Sudan;Fully open
11/1/2021;11;1;2021;SEN;Senegal;Fully open
11/1/2021;11;1;2021;SGP;Singapore;Partially open
11/1/2021;11;1;2021;SJM;Svalbard;Partially open
11/1/2021;11;1;2021;SLB;Solomon Islands;Academic break
11/1/2021;11;1;2021;SLE;Sierra Leone;Fully open
11/1/2021;11;1;2021;SLV;El Salvador;Academic break
11/1/2021;11;1;2021;SMR;San Marino;Partially open
11/1/2021;11;1;2021;SOM;Somalia;Fully open
11/1/2021;11;1;2021;SRB;Serbia;Academic break
11/1/2021;11;1;2021;SSD;South Sudan;Academic break
11/1/2021;11;1;2021;STP;São Tomé and Príncipe;Partially open
11/1/2021;11;1;2021;SUR;Suriname;Academic break
11/1/2021;11;1;2021;SVK;Slovakia;Partially open
11/1/2021;11;1;2021;SVN;Slovenia;Closed due to COVID-19
11/1/2021;11;1;2021;SWE;Sweden;Partially open
11/1/2021;11;1;2021;SWZ;Eswatini;Closed due to COVID-19
11/1/2021;11;1;2021;SXM;Sint Marteen;Fully open
11/1/2021;11;1;2021;SYC;Seychelles;Academic break
11/1/2021;11;1;2021;SYR;Syrian Arab Republic;Partially open
11/1/2021;11;1;2021;TCA;Turks and Caicos Island;Fully open
11/1/2021;11;1;2021;TCD;Chad;Closed due to COVID-19
11/1/2021;11;1;2021;TGO;Togo;Fully open
11/1/2021;11;1;2021;THA;Thailand;Partially open
11/1/2021;11;1;2021;TJK;Tajikistan;Fully open
11/1/2021;11;1;2021;TKL;Tokelau;Academic break
11/1/2021;11;1;2021;TKM;Turkmenistan;Fully open
11/1/2021;11;1;2021;TLS;Timor-Leste;Academic break
11/1/2021;11;1;2021;TON;Tonga;Academic break
11/1/2021;11;1;2021;TTO;Trinidad and Tobago;Closed due to COVID-19
11/1/2021;11;1;2021;TUN;Tunisia;Fully open
11/1/2021;11;1;2021;TUR;Turkey;Closed due to COVID-19
11/1/2021;11;1;2021;TUV;Tuvalu;Academic break
11/1/2021;11;1;2021;TZA;United Republic of Tanzania;Fully open
11/1/2021;11;1;2021;UGA;Uganda;Closed due to COVID-19
11/1/2021;11;1;2021;UKR;Ukraine;Closed due to COVID-19
11/1/2021;11;1;2021;URY;Uruguay;Academic break
11/1/2021;11;1;2021;USA;United States of America;Partially open
11/1/2021;11;1;2021;UZB;Uzbekistan;Academic break
11/1/2021;11;1;2021;VCT;Saint Vincent and the Grenadines;Academic break
11/1/2021;11;1;2021;VEN;Venezuela;Closed due to COVID-19
11/1/2021;11;1;2021;VGB;British Virgin Islands;Partially open
11/1/2021;11;1;2021;VNM;Viet Nam;Fully open
11/1/2021;11;1;2021;VUT;Vanuatu;Academic break
11/1/2021;11;1;2021;WSM;Samoa;Academic break
11/1/2021;11;1;2021;YEM;Yemen;Fully open
11/1/2021;11;1;2021;ZAF;South Africa;Academic break
11/1/2021;11;1;2021;ZMB;Zambia;Academic break
11/1/2021;11;1;2021;ZWE;Zimbabwe;Closed due to COVID-19
18/1/2021;18;1;2021;ABW;Aruba;Fully open
18/1/2021;18;1;2021;AFG;Afghanistan;Academic break
18/1/2021;18;1;2021;AGO;Angola;Partially open
18/1/2021;18;1;2021;AIA;Anguilla;Fully open
18/1/2021;18;1;2021;ALB;Albania;Partially open
18/1/2021;18;1;2021;AND;Andorra;Fully open
18/1/2021;18;1;2021;ARE;United Arab Emirates;Partially open
18/1/2021;18;1;2021;ARG;Argentina;Academic break
18/1/2021;18;1;2021;ARM;Armenia;Fully open
18/1/2021;18;1;2021;ATG;Antigua and Barbuda;Partially open
18/1/2021;18;1;2021;AUS;Australia;Academic break
18/1/2021;18;1;2021;AUT;Austria;Closed due to COVID-19
18/1/2021;18;1;2021;AZE;Azerbaijan;Closed due to COVID-19
18/1/2021;18;1;2021;BDI;Burundi;Fully open
18/1/2021;18;1;2021;BEL;Belgium;Fully open
18/1/2021;18;1;2021;BEN;Benin;Fully open
18/1/2021;18;1;2021;BFA;Burkina Faso;Fully open
18/1/2021;18;1;2021;BGD;Bangladesh;Closed due to COVID-19
18/1/2021;18;1;2021;BGR;Bulgaria;Partially open
18/1/2021;18;1;2021;BHR;Bahrain;Partially open
18/1/2021;18;1;2021;BHS;Bahamas;Partially open
18/1/2021;18;1;2021;BIH;Bosnia and Herzegovina;Partially open
18/1/2021;18;1;2021;BLR;Belarus;Fully open
18/1/2021;18;1;2021;BLZ;Belize;Closed due to COVID-19
18/1/2021;18;1;2021;BMU;Bermuda;Fully open
18/1/2021;18;1;2021;BOL;Bolivia (Plurinational State of);Academic break
18/1/2021;18;1;2021;BRA;Brazil;Academic break
18/1/2021;18;1;2021;BRB;Barbados;Closed due to COVID-19
18/1/2021;18;1;2021;BRN;Brunei Darussalam;Fully open
18/1/2021;18;1;2021;BTN;Bhutan;Academic break
18/1/2021;18;1;2021;BWA;Botswana;Fully open
18/1/2021;18;1;2021;CAF;Central African republic;Fully open
18/1/2021;18;1;2021;CAN;Canada;Partially open
18/1/2021;18;1;2021;CHE;Switzerland;Fully open
18/1/2021;18;1;2021;CHL;Chile;Academic break
18/1/2021;18;1;2021;CHN;China;Fully open
18/1/2021;18;1;2021;CIV;Cote d'Ivoire;Fully open
18/1/2021;18;1;2021;CMR;Cameroon;Fully open
18/1/2021;18;1;2021;COD;Democratic Republic of the Congo;Closed due to COVID-19
18/1/2021;18;1;2021;COG;Congo;Partially open
18/1/2021;18;1;2021;COK;Cook Islands;Academic break
18/1/2021;18;1;2021;COL;Colombia;Academic break
18/1/2021;18;1;2021;COM;Comoros;Fully open
18/1/2021;18;1;2021;CPV;Cabo Verde;Fully open
18/1/2021;18;1;2021;CRI;Costa Rica;Academic break
18/1/2021;18;1;2021;CUB;Cuba;Partially open
18/1/2021;18;1;2021;CUW;Curaçao;Fully open
18/1/2021;18;1;2021;CYM;Cayman Islands;Fully open
18/1/2021;18;1;2021;CYP;Cyprus;Closed due to COVID-19
18/1/2021;18;1;2021;CZE;Czechia;Partially open
18/1/2021;18;1;2021;DEU;Germany;Closed due to COVID-19
18/1/2021;18;1;2021;DJI;Djibouti;Fully open
18/1/2021;18;1;2021;DMA;Dominica;Fully open
18/1/2021;18;1;2021;DNK;Denmark;Closed due to COVID-19
18/1/2021;18;1;2021;DOM;Dominican Republic;Closed due to COVID-19
18/1/2021;18;1;2021;DZA;Algeria;Fully open
18/1/2021;18;1;2021;ECU;Ecuador;Partially open
18/1/2021;18;1;2021;EGY;Egypt;Academic break
18/1/2021;18;1;2021;ERI;Eritrea;Partially open
18/1/2021;18;1;2021;ESP;Spain;Fully open
18/1/2021;18;1;2021;EST;Estonia;Fully open
18/1/2021;18;1;2021;ETH;Ethiopia;Fully open
18/1/2021;18;1;2021;FIN;Finland;Partially open
18/1/2021;18;1;2021;FJI;Fiji;Academic break
18/1/2021;18;1;2021;FRA;France;Fully open
18/1/2021;18;1;2021;FRO;Faroe Islands;Fully open
18/1/2021;18;1;2021;FSM;Micronesia (Federated States of);Fully open
18/1/2021;18;1;2021;GAB;Gabon;Fully open
18/1/2021;18;1;2021;GBR;United Kingdom of Great Britain and Northern Ireland;Closed due to COVID-19
18/1/2021;18;1;2021;GEO;Georgia;Partially open
18/1/2021;18;1;2021;GHA;Ghana;Partially open
18/1/2021;18;1;2021;GIB;Gibraltar;Closed due to COVID-19
18/1/2021;18;1;2021;GIN;Guinea;Fully open
18/1/2021;18;1;2021;GMB;Gambia;Fully open
18/1/2021;18;1;2021;GNB;Guinea-Bissau;Fully open
18/1/2021;18;1;2021;GNQ;Equatorial Guinea;Fully open
18/1/2021;18;1;2021;GRC;Greece;Partially open
18/1/2021;18;1;2021;GRD;Grenada;Partially open
18/1/2021;18;1;2021;GRL;Greenland;Fully open
18/1/2021;18;1;2021;GTM;Guatemala;Partially open
18/1/2021;18;1;2021;GUY;Guyana;Partially open
18/1/2021;18;1;2021;HND;Honduras;Academic break
18/1/2021;18;1;2021;HRV;Croatia;Fully open
18/1/2021;18;1;2021;HTI;Haiti;Fully open
18/1/2021;18;1;2021;HUN;Hungary;Partially open
18/1/2021;18;1;2021;IDN;Indonesia;Partially open
18/1/2021;18;1;2021;IND;India;Partially open
18/1/2021;18;1;2021;IRL;Ireland;Closed due to COVID-19
18/1/2021;18;1;2021;IRN;Iran (Islamic Republic of);Partially open
18/1/2021;18;1;2021;IRQ;Iraq;Partially open
18/1/2021;18;1;2021;ISL;Iceland;Fully open
18/1/2021;18;1;2021;ISR;Israel;Closed due to COVID-19
18/1/2021;18;1;2021;ITA;Italy;Partially open
18/1/2021;18;1;2021;JAM;Jamaica;Partially open
18/1/2021;18;1;2021;JOR;Jordan;Academic break
18/1/2021;18;1;2021;JPN;Japan;Fully open
18/1/2021;18;1;2021;KAZ;Kazakhstan;Partially open
18/1/2021;18;1;2021;KEN;Kenya;Fully open
18/1/2021;18;1;2021;KGZ;Kyrgyzstan;Fully open
18/1/2021;18;1;2021;KHM;Cambodia;Fully open
18/1/2021;18;1;2021;KIR;Kiribati;Academic break
18/1/2021;18;1;2021;KNA;Saint Kitts and Nevis;Fully open
18/1/2021;18;1;2021;KOR;Republic of Korea;Academic break
18/1/2021;18;1;2021;KWT;Kuwait;Closed due to COVID-19
18/1/2021;18;1;2021;LAO;Lao PDR;Academic break
18/1/2021;18;1;2021;LBN;Lebanon;Closed due to COVID-19
18/1/2021;18;1;2021;LBR;Liberia;Fully open
18/1/2021;18;1;2021;LBY;Libya;Partially open
18/1/2021;18;1;2021;LCA;Saint Lucia;Fully open
18/1/2021;18;1;2021;LIE;Liechtenstein;Fully open
18/1/2021;18;1;2021;LKA;Sri Lanka;Partially open
18/1/2021;18;1;2021;LSO;Lesotho;Closed due to COVID-19
18/1/2021;18;1;2021;LTU;Lithuania;Partially open
18/1/2021;18;1;2021;LUX;Luxembourg;Partially open
18/1/2021;18;1;2021;LVA;Latvia;Academic break
18/1/2021;18;1;2021;MAR;Morocco;Fully open
18/1/2021;18;1;2021;MCO;Monaco;Fully open
18/1/2021;18;1;2021;MDA;Republic of Moldova;Fully open
18/1/2021;18;1;2021;MDG;Madagascar;Fully open
18/1/2021;18;1;2021;MDV;Maldives;Fully open
18/1/2021;18;1;2021;MEX;Mexico;Closed due to COVID-19
18/1/2021;18;1;2021;MHL;Marshall Islands;Fully open
18/1/2021;18;1;2021;MKD;North Macedonia;Partially open
